name,classifier,children,power_interfaces,data_interfaces,mechanical_interfaces,fluid_interfaces,thermal_interfaces,parameter_value,multiplicity,sub_class,related_requirement,hard_dependency,active_components,grouped_to,assigned_to
TRUTHS_Orbit_Control_Out_Of_Plane,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,Manoeuvre_FDomain;AOCS_FDomain,NONE,NONE,NONE,Orbit_Control,AOCS;Star_Trackers;Reaction_Wheels;Coarse_Sun_Sensor;Magnetometers;Magnetorquers;GPS_Reciever
TRUTHS_S2SC_Manouevre,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,Manoeuvre_FDomain;AOCS_FDomain,OBS-130,NONE,NONE,Imaging_Manoeuvre,AOCS;Star_Trackers;Reaction_Wheels;Coarse_Sun_Sensor;Magnetometers;Magnetorquers;GPS_Reciever
TRUTHS_SMC_Calibration,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,Payload_FDomain;OBDH_FDomain;Onboard_Computer_FDomain;Solid_State_Recorder_FDomain,OBS-020;DHS-040,NONE,NONE,SAT_NOM,Payload;OBCS;Payload_Management_Control_System
TRUTHS_Solar_Calibration_Manouevre,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,Payload_FDomain,OBS-020,NONE,NONE,Imaging_Manoeuvre,AOCS;Star_Trackers;Reaction_Wheels;Coarse_Sun_Sensor;Magnetometers;Magnetorquers;GPS_Reciever
TRUTHS_Solar_Imaging_Manouevre,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,Manoeuvre_FDomain;AOCS_FDomain,NONE,NONE,NONE,Imaging_Manoeuvre,Payload;OBCS;Payload_Management_Control_System
TRUTHS_Solar_SSI_Obsv,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,Payload_FDomain;Payload_Unit_FDomain;Imaging_FDomain;OBDH_FDomain;Onboard_Computer_FDomain;Solid_State_Recorder_FDomain,OBS-136;DHS-040,NONE,NONE,Solar_Observation,Payload;OBCS;Payload_Management_Control_System
TRUTHS_Solar_TSI_Obsv,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,Payload_FDomain;Payload_Unit_FDomain;Imaging_FDomain;OBDH_FDomain;Onboard_Computer_FDomain;Solid_State_Recorder_FDomain,OBS-136;DHS-040,NONE,NONE,Solar_Observation,Payload;OBCS;Payload_Management_Control_System
TRUTHS_TT&C,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,OBDH_FDomain;Comms_FDomain;Communications_FDomain;Ground_Segment_FDomain;Telecommand_FDomain;Telemetry_FDomain;Real_time_data_FDomain;Ground_Station_FDomain;Transmitter_FDomain;Antenna_FDomain;Operational_FDomain;Reciever_FDomain;Simultaneous_Operation_FDomain,DHS-080;DHS-090;DHS-110;DHS-270;COM-010;COM-020;COM-030;COM-070;COM-170;COM-180,NONE,NONE,COMMS,DHS;Communications;S_Band_Transponder;Nadir_Low_Gain_Antenna;Zenith_Low_Gain_Antenna;Coupler;X_Band_Antenna;TWT;EPC;APSK_Modulater;OBC;RIU;MMFU;Mil_STD_1553B;Payload_LVDS;X_Band_LVDS;Payload_SpaceWire;OBC_SpaceWire;Discrete_Serial_Data_Bus;Flow_Ctrl
Initialisation,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,OBDH_FDomain;Standby_FDomain;Operational_FDomain;Initialisation_FDomain,DHS-100,NONE,NONE,SAT_NOM,DHS;OBC
DHS_Reconfig,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,OBDH_FDomain;Software_FDomain,DHS-150,NONE,NONE,SAT_NOM,DHS;OBC;RIU;MMFU;Mil_STD_1553B;Payload_LVDS;X_Band_LVDS;Payload_SpaceWire;OBC_SpaceWire;Discrete_Serial_Data_Bus;Flow_Ctrl
Lifetime,Lifetime,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,GEN-010;GEN-020;GEN-030;GEN-031,OBCS;HIS;Payload_Management_Control_System;Star_Trackers;Reaction_Wheels;Coarse_Sun_Sensor;Magnetometers;Magnetorquers;GPS_Reciever;OBC;RIU;MMFU;Mil_STD_1553B;Payload_LVDS;X_Band_LVDS;Payload_SpaceWire;OBC_SpaceWire;Discrete_Serial_Data_Bus;Flow_Ctrl;Lion_Battery_Module;Solar_Array;Solar_Array_actuator;PCDU;Primary_Power_Bus;S_Band_Transponder;Nadir_Low_Gain_Antenna;Zenith_Low_Gain_Antenna;Coupler;X_Band_Antenna;TWT;EPC;APSK_Modulater,NONE,NONE,NONE
Availability,Availability,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,GEN-050,COMMS;Decontamination;Deep_Space_Pointing;Earth_Observation;Imaging_Manoeuvre;Lunar_HIS_Observation;Lunar_OBCS_Observation;Orbit_Control;SAT_NOM;Solar_Observation,NONE,NONE,NONE
Altitude,Altitude,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,GEN-120;GEN-125;GEN-127;OBS-121;OBS-160,NONE,NONE,NONE,NONE
Inclination,Inclination,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,GEN-120;GEN-125;GEN-127;OBS-121,NONE,NONE,NONE,NONE
LTDN,LTDN,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,GEN-120;GEN-125,NONE,NONE,NONE,NONE
Eccentricity,Eccentricity,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,OBS-121,NONE,NONE,NONE,NONE
AOP,AOP,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,OBS-121,NONE,NONE,NONE,NONE
Latency,Latency,NONE,NONE,NONE,NONE,NONE,NONE,180,1,NONE,GEN-130;GEN-135,OBCS;HIS;Payload_Management_Control_System;OBC;RIU;MMFU;Mil_STD_1553B;Payload_LVDS;X_Band_LVDS;Payload_SpaceWire;OBC_SpaceWire;Discrete_Serial_Data_Bus;Flow_Ctrl;S_Band_Transponder;Nadir_Low_Gain_Antenna;Zenith_Low_Gain_Antenna;Coupler;X_Band_Antenna;TWT;EPC;APSK_Modulater;Altitude;Inclination;Payload;Communications;DHS;Svalbard;Inuvik;Kiruna,NONE,NONE,NONE
SSD,Ground_Resolution,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,OBS-160,FOV;Altitude,NONE,NONE,NONE
FOV,Field_of_View,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
data_storage_and_processor_load_margin,Margin,NONE,NONE,NONE,NONE,NONE,NONE,50,1,NONE,DHS-160,NONE,NONE,NONE,NONE
payload_data_storage_margin,Margin,NONE,NONE,NONE,NONE,NONE,NONE,25,1,NONE,DHS-160,NONE,NONE,NONE,NONE
Number_of_concurrent_file_transmissions,Number_of_concurrent_file_transmissions,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,DHS-210,NONE,NONE,NONE,NONE
Data_Storage,Data_Storage,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,DHS-250,NONE,NONE,NONE,NONE
Memory_Margin,Margin,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,DHS-260,NONE,NONE,NONE,NONE
TC_Uplink,Data_Transfer_Rate,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,COM-040,NONE,NONE,NONE,NONE
TM_Low_Rate,Data_Transfer_Rate,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,COM-040,NONE,NONE,NONE,NONE
TM_High_Rate,Data_Transfer_Rate,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,COM-040,NONE,NONE,NONE,NONE
observation_data_rate,Data_Transfer_Rate,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,COM-120,NONE,NONE,NONE,NONE
housekeeping_telemetry_data_rate,Data_Transfer_Rate,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,COM-130,NONE,NONE,NONE,NONE
telecommand_Data_Rate,Data_Transfer_Rate,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,COM-140,NONE,NONE,NONE,NONE
Uplink_Margin,Margin,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,COM-150,NONE,NONE,NONE,NONE
Downlink_Margin,Margin,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,COM-150,NONE,NONE,NONE,NONE
TC_downlink _telemetry_Frame_Error_Rate,Data_Error_Rate,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,COM-160,NONE,NONE,NONE,NONE
TTC_uplink_telecommand_Bit_Error_Rate,Data_Error_Rate,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,COM-161,NONE,NONE,NONE,NONE
PDT_downlink_telemetry Frame Error Rate,Data_Error_Rate,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,COM-162,NONE,NONE,NONE,NONE
Ocean_Imaging_Rate,Data_Transfer_Rate,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,COM-163,NONE,NONE,NONE,NONE
Land_Imaging_Rate,Data_Transfer_Rate,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,COM-164,NONE,NONE,NONE,NONE
Max_Onboard_Data,Data_Storage,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,COM-165,NONE,NONE,NONE,NONE
